YYYROC,county,township,school_name
113 ,新北市 ,板橋區 ,新北市私立忠山幼兒園 
113 ,新北市 ,三重區 ,新北市私立啟文幼兒園 
113 ,桃園市 ,桃園區 ,桃園市立同德國民中學 
113 ,桃園市 ,中壢區 ,桃園市立龍興國民中學 
113 ,桃園市 ,楊梅區 ,桃園市立仁美國民中學 
113 ,桃園市 ,楊梅區 ,桃園市立富岡國民中學 
113 ,桃園市 ,觀音區 ,桃園市觀音區觀音國民小學 
113 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞原國民小學 
113 ,桃園市 ,楊梅區 ,桃園市楊梅區楊心國民小學 
113 ,桃園市 ,龍潭區 ,桃園市龍潭區高原國民小學 
113 ,桃園市 ,平鎮區 ,桃園市平鎮區新勢國民小學 
113 ,桃園市 ,八德區 ,桃園市八德區八德國民小學 
113 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞埔國民小學附設幼兒園 
113 ,桃園市 ,楊梅區 ,桃園市楊梅區大同國民小學附設幼兒園 
113 ,桃園市 ,楊梅區 ,桃園市楊梅區上田國民小學附設幼兒園 
113 ,桃園市 ,龍潭區 ,桃園市立龍潭幼兒園 
113 ,桃園市 ,新屋區 ,桃園市立新屋幼兒園 
113 ,桃園市 ,平鎮區 ,桃園市立平鎮幼兒園南勢分班 
113 ,桃園市 ,平鎮區 ,桃園市私立小奶爸幼兒園 
113 ,桃園市 ,新屋區 ,桃園市私立新奇屋幼兒園 
113 ,桃園市 ,新屋區 ,桃園市私立新學屋幼兒園 
113 ,桃園市 ,大園區 ,桃園市私立溪海大自然幼兒園 
113 ,新竹縣 ,新埔鎮 ,新竹縣私立源興幼兒園 
113 ,新竹縣 ,新埔鎮 ,新竹縣新埔鎮枋寮國民小學附設幼兒園 
113 ,新竹縣 ,峨眉鄉 ,新竹縣峨眉鄉峨眉國民小學附設幼兒園 
113 ,新竹縣 ,關西鎮 ,新竹縣關西鎮石光國民小學附設幼兒園 
113 ,新竹縣 ,橫山鄉 ,新竹縣橫山鄉橫山國民小學附設幼兒園 
113 ,新竹縣 ,橫山鄉 ,新竹縣橫山鄉田寮國民小學附設幼兒園 
113 ,新竹縣 ,竹東鎮 ,新竹縣立竹東幼兒園 
113 ,新竹縣 ,竹東鎮 ,新竹縣竹東非營利幼兒園 
113 ,新竹縣 ,新豐鄉 ,新竹縣新豐鄉立幼兒園 
113 ,新竹縣 ,北埔鄉 ,新竹縣私立新欣幼兒園 
113 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉華興國民小學附設幼兒園 
113 ,苗栗縣 ,獅潭鄉 ,苗栗縣獅潭鄉獅潭國民小學附設幼兒園 
113 ,苗栗縣 ,三義鄉 ,苗栗縣三義鄉鯉魚國民小學附設幼兒園 
113 ,苗栗縣 ,苗栗市 ,苗栗縣苗栗市啟文國民小學附設幼兒園 
113 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉公館國民小學附設幼兒園 
113 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉大湖國民小學附設幼兒園 
113 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉中興國民小學附設幼兒園 
113 ,苗栗縣 ,西湖鄉 ,苗栗縣西湖鄉西湖國民小學附設幼兒園 
113 ,苗栗縣 ,頭份市 ,苗栗縣頭份市新興國民小學附設幼兒園 
113 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉銅鑼國民小學附設幼兒園 
113 ,苗栗縣 ,頭屋鄉 ,苗栗縣頭屋國民小學附設幼兒園 
113 ,苗栗縣 ,卓蘭鎮 ,苗栗縣內灣國民小學附設幼兒園 
113 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉新隆國小附設幼兒園 
113 ,苗栗縣 ,苗栗市 ,苗栗縣苗栗市僑育多元智能實驗國民小學附設幼兒園 
113 ,苗栗縣 ,卓蘭鎮 ,苗栗縣私立多倫多幼兒園 
113 ,苗栗縣 ,頭份市 ,苗栗縣斗煥非營利幼兒園(委託社團法人苗栗縣嬰幼兒閱讀推廣協會辦理) 
113 ,苗栗縣 ,苗栗市 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立文化幼兒園 
113 ,苗栗縣 ,造橋鄉 ,苗栗縣私立中祥幼兒園 
113 ,苗栗縣 ,頭份市 ,苗栗縣私立瑪奇兒幼兒園 
113 ,苗栗縣 ,公館鄉 ,苗栗縣公館財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立仁光幼兒園 
113 ,苗栗縣 ,苗栗市 ,苗栗縣私立三之三嘉新幼兒園 
113 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉立幼兒園 
113 ,苗栗縣 ,頭份市 ,苗栗縣私立真正幼兒園 
113 ,苗栗縣 ,竹南鎮 ,苗栗縣山佳非營利幼兒園 
113 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉栗縣私立小木偶幼兒園 
113 ,苗栗縣 ,苗栗市 ,苗栗縣私立喬嘉樂幼兒園 
113 ,苗栗縣 ,三義鄉 ,苗栗縣私立三義名人幼兒園 
113 ,臺中市 ,東勢區 ,臺中市東勢區東勢國民小學 
113 ,臺中市 ,石岡區 ,臺中市立石岡幼兒園 
113 ,臺中市 ,新社區 ,臺中市立新社幼兒園 
113 ,臺中市 ,東勢區 ,臺中市私立一心園幼兒園 
113 ,彰化縣 ,田尾鄉 ,彰化縣私立嘉年華幼兒園 
113 ,雲林縣 ,崙背鄉 ,雲林縣崙背鄉立幼兒園 
113 ,高雄市 ,美濃區 ,高雄市美濃區美濃國民中學 
113 ,高雄市 ,美濃區 ,高雄市美濃區南隆國民中學 
113 ,高雄市 ,美濃區 ,高雄市美濃區龍肚國民中學 
113 ,高雄市 ,美濃區 ,美濃國民小學 
113 ,高雄市 ,美濃區 ,中壇國民小學 
113 ,高雄市 ,美濃區 ,福安國民小學 
113 ,高雄市 ,美濃區 ,東門國民小學 
113 ,高雄市 ,美濃區 ,吉洋國民小學 
113 ,高雄市 ,美濃區 ,龍山國民小學 
113 ,高雄市 ,杉林區 ,上平國民小學 
113 ,高雄市 ,六龜區 ,新威國民小學 
113 ,高雄市 ,美濃區 ,龍肚國民小學暨幼兒園 
113 ,高雄市 ,美濃區 ,美濃國民小學附設幼兒園 
113 ,高雄市 ,美濃區 ,中壇國民小學附設幼兒園 
113 ,高雄市 ,美濃區 ,廣興國民小學附設幼兒園 
113 ,高雄市 ,美濃區 ,吉東國民小學附設幼兒園 
113 ,高雄市 ,杉林區 ,上平國民小學附設幼兒園 
113 ,高雄市 ,美濃區 ,高雄市美濃區美濃親親幼兒園 
113 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉萬巒國民小學 
113 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉豐田國民小學 
113 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉東勢國民小學 
113 ,屏東縣 ,內埔鄉 ,屏東縣豐田國小附設幼兒園 
113 ,屏東縣 ,內埔鄉 ,屏東縣內埔國小附設幼兒園 
113 ,屏東縣 ,竹田鄉 ,屏東縣西勢國小附設幼兒園 
113 ,屏東縣 ,屏東市 ,屏東縣私立學正幼兒園 
113 ,屏東縣 ,長治鄉 ,屏東縣私立香潭幼兒園 
113 ,屏東縣 ,竹田鄉 ,屏東縣竹田鄉立幼兒園 
113 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園 
113 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園泗溝分班 
113 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園成德分班 
113 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園五溝分班 
113 ,屏東縣 ,佳冬鄉 ,屏東縣佳冬鄉立幼兒園 
113 ,屏東縣 ,枋寮鄉 ,屏東縣私立愛群幼兒園 
113 ,屏東縣 ,內埔鄉 ,屏東縣私立立群幼兒園 
113 ,花蓮縣 ,鳳林鎮 ,花蓮縣鳳林鎮鳳林國民小學附設幼兒園 
113 ,花蓮縣 ,鳳林鎮 ,花蓮縣鳳林鎮鳳仁國民小學附設幼兒園 
113 ,花蓮縣 ,花蓮市 ,花蓮縣花蓮市忠孝國民小學附設幼兒園 
113 ,花蓮縣 ,花蓮市 ,花蓮縣花蓮市鑄強國民小學附設幼兒園 
113 ,花蓮縣 ,吉安鄉 ,花蓮縣吉安鄉稻香國民小學附設幼兒園 
113 ,花蓮縣 ,吉安鄉 ,花蓮縣吉安鄉立幼兒園 
113 ,花蓮縣 ,花蓮市 ,國有財產署北區分署花蓮辦事處職場互助教保服務中心 
112 ,新北市 ,板橋區 ,新北市私立忠山幼兒園 
112 ,桃園市 ,桃園區 ,桃園市同德國民中學 
112 ,桃園市 ,中壢區 ,桃園市立龍興國民中學 
112 ,桃園市 ,楊梅區 ,桃園市立仁美國民中學 
112 ,桃園市 ,楊梅區 ,桃園市富岡國中 
112 ,桃園市 ,新屋區 ,桃園市立永安國民中學 
112 ,桃園市 ,龍潭區 ,桃園市立凌雲國民中學 
112 ,桃園市 ,新屋區 ,桃園市新屋區大坡國民小學 
112 ,桃園市 ,觀音區 ,桃園市觀音區觀音國民小學 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區上湖國民小學 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞原國民小學 
112 ,桃園市 ,龍潭區 ,桃園市龍潭區三和國民小學 
112 ,桃園市 ,龍潭區 ,桃園市龍潭區高原國民小學 
112 ,桃園市 ,平鎮區 ,桃園市平鎮區新勢國民小學 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞埔國民小學附設幼兒園 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區楊心國民小學附設幼兒園 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區富岡國民小學附設幼兒園 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區大同國民小學附設幼兒園 
112 ,桃園市 ,楊梅區 ,桃園市楊梅區上田國民小學附設幼兒園 
112 ,桃園市 ,龍潭區 ,桃園市立龍潭幼兒園 
112 ,桃園市 ,新屋區 ,桃園市立新屋幼兒園 
112 ,桃園市 ,平鎮區 ,桃園市立平鎮幼兒園 
112 ,桃園市 ,平鎮區 ,桃園市私立小奶爸幼兒園 
112 ,桃園市 ,新屋區 ,桃園市私立新奇屋幼兒園 
112 ,桃園市 ,新屋區 ,桃園市私立新學屋幼兒園 
112 ,桃園市 ,大園區 ,桃園市私立溪海大自然幼兒園 
112 ,新竹縣 ,新埔鎮 ,新竹縣私立源興幼兒園 
112 ,新竹縣 ,新埔鎮 ,新竹縣新埔鎮枋寮國民小學附設幼兒園 
112 ,新竹縣 ,峨眉鄉 ,新竹縣峨眉鄉峨眉國民小學附設幼兒園 
112 ,新竹縣 ,竹東鎮 ,新竹縣立竹東幼兒園 
112 ,苗栗縣 ,公館鄉 ,苗栗縣福基國小 
112 ,苗栗縣 ,頭份市 ,苗栗縣頭份市頭份國民小學附設幼兒園 
112 ,苗栗縣 ,造橋鄉 ,苗栗縣造橋鄉錦水國民小學附設幼兒園 
112 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉華興國民小學附設幼兒園 
112 ,苗栗縣 ,獅潭鄉 ,苗栗縣獅潭鄉獅潭國民小學附設幼兒園 
112 ,苗栗縣 ,三義鄉 ,苗栗縣三義鄉鯉魚國民小學附設幼兒園 
112 ,苗栗縣 ,苗栗市 ,苗栗縣苗栗市啟文國民小學附設幼兒園 
112 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉公館國民小學附設幼兒園 
112 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉國民小學附設幼兒園 
112 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉中興國小附設幼兒園 
112 ,苗栗縣 ,西湖鄉 ,苗栗縣西湖鄉西湖國民小學附設幼兒園 
112 ,苗栗縣 ,頭份市 ,苗栗縣頭份市新興國民小學附設幼兒園 
112 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉銅鑼國民小學附設幼兒園 
112 ,苗栗縣 ,頭屋鄉 ,苗栗縣頭屋國小附設幼兒園 
112 ,苗栗縣 ,卓蘭鎮 ,苗栗縣內灣國民小學附設幼兒園 
112 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉福基國民小學附設幼兒園 
112 ,苗栗縣 ,銅鑼鄉 ,苗栗縣銅鑼鄉新隆國小附設幼兒園 
112 ,苗栗縣 ,苗栗市 ,苗栗縣苗栗市僑育多元智能實驗國民小學附設幼兒園 
112 ,苗栗縣 ,卓蘭鎮 ,苗栗縣私立多倫多幼兒園 
112 ,苗栗縣 ,頭份市 ,苗栗縣斗煥非營利幼兒園(委託社團法人苗栗縣嬰幼兒閱讀推廣協會辦理) 
112 ,苗栗縣 ,苗栗市 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立文化幼兒園 
112 ,苗栗縣 ,頭份市 ,苗栗縣六合非營利幼兒園(委託明新學校財團法人設立之明新科技大學辦理) 
112 ,苗栗縣 ,造橋鄉 ,苗栗縣私立中祥幼兒園 
112 ,苗栗縣 ,頭份市 ,苗栗縣私立瑪奇兒幼兒園 
112 ,苗栗縣 ,公館鄉 ,苗栗縣/公館財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立仁光幼兒園 
112 ,苗栗縣 ,苗栗市 ,苗栗縣私立 三之三嘉新幼兒園 
112 ,苗栗縣 ,大湖鄉 ,苗栗縣大湖鄉立幼兒園 
112 ,苗栗縣 ,頭份市 ,苗栗縣私立真正幼兒園 
112 ,苗栗縣 ,獅潭鄉 ,苗栗縣豐林幼兒園 
112 ,苗栗縣 ,竹南鎮 ,苗栗縣山佳非營利幼兒園 
112 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉栗縣私立小木偶幼兒園 
112 ,臺中市 ,東勢區 ,臺中市東勢區成功國民小學附設幼兒園 
112 ,臺中市 ,東勢區 ,臺中市東勢區石城國民小學附設幼兒園 
112 ,臺中市 ,東勢區 ,臺中市東勢區新成國民小學附設幼兒園 
112 ,臺中市 ,石岡區 ,臺中市立石岡幼兒園 
112 ,臺中市 ,新社區 ,臺中市立新社幼兒園 
112 ,臺中市 ,東勢區 ,臺中市私立一心園幼兒園 
112 ,彰化縣 ,田尾鄉 ,彰化縣私立嘉年華帅兒園 
112 ,雲林縣 ,崙背鄉 ,雲林縣市崙背幼兒園 
112 ,高雄市 ,美濃區 ,市立美濃國中 
112 ,高雄市 ,美濃區 ,市立南隆國中 
112 ,高雄市 ,美濃區 ,市立龍肚國中 
112 ,高雄市 ,美濃區 ,美濃國民小學 
112 ,高雄市 ,美濃區 ,中壇國民小學 
112 ,高雄市 ,美濃區 ,福安國民小學 
112 ,高雄市 ,美濃區 ,東門國民小學 
112 ,高雄市 ,美濃區 ,吉洋國民小學 
112 ,高雄市 ,美濃區 ,龍山國民小學 
112 ,高雄市 ,杉林區 ,上平國民小學 
112 ,高雄市 ,六龜區 ,新威國民小學 
112 ,高雄市 ,美濃區 ,龍肚國民小學及幼兒園 
112 ,高雄市 ,美濃區 ,美濃國民小學附設幼兒園 
112 ,高雄市 ,美濃區 ,中壇國民小學附設幼兒園 
112 ,高雄市 ,美濃區 ,廣興國民小學附設幼兒園 
112 ,高雄市 ,美濃區 ,吉東國民小學附設幼兒園 
112 ,高雄市 ,杉林區 ,上平國民小學附設幼兒園 
112 ,屏東縣 ,長治鄉 ,屏東縣長興國小 
112 ,屏東縣 ,內埔鄉 ,屏東縣豐田國小 
112 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉東寧國民小學育英分校 
112 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉東勢國民小學 
112 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉萬巒國民小學 
112 ,屏東縣 ,內埔鄉 ,屏東縣豐田國小附設幼兒園 
112 ,屏東縣 ,內埔鄉 ,屏東縣內埔國小附設幼兒園 
112 ,屏東縣 ,竹田鄉 ,屏東縣西勢國小附設幼兒園 
112 ,屏東縣 ,屏東市 ,屏東縣私立學正幼兒園 
112 ,屏東縣 ,長治鄉 ,屏東縣香潭幼兒園 
112 ,屏東縣 ,竹田鄉 ,屏東縣竹田鄉立幼兒園 
112 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園 
112 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園泗溝分班 
112 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園成德分班 
112 ,屏東縣 ,佳冬鄉 ,屏東縣佳冬鄉立幼兒園 
112 ,屏東縣 ,枋寮鄉 ,屏東縣私立愛群幼兒園 
112 ,屏東縣 ,內埔鄉 ,屏東縣內埔鄉私立立群幼兒園 
112 ,屏東縣 ,萬巒鄉 ,屏東縣萬巒鄉立幼兒園五溝分班 
112 ,花蓮縣 ,鳳林鎮 ,花蓮縣鳳林鎮鳳林國民小學附設幼兒園 
112 ,花蓮縣 ,花蓮市 ,花蓮縣花蓮市忠孝國民小學附設幼兒園 
112 ,花蓮縣 ,吉安鄉 ,花蓮縣吉安鄉稻香國小附設幼兒園 
111 ,新北市 ,板橋區 ,新北市私立忠山幼兒園 
111 ,桃園市 ,新屋區 ,桃園市新屋區大坡國民小學 
111 ,桃園市 ,新屋區 ,桃園市新屋區永安國民小學 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區上湖國民小學 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞原國民小學 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞埔國民小學 
111 ,桃園市 ,龍潭區 ,桃園市龍潭區三和國民小學 
111 ,桃園市 ,龍潭區 ,桃園市龍潭區高原國民小學 
111 ,桃園市 ,平鎮區 ,桃園市平鎮區新勢國民小學 
111 ,桃園市 ,觀音區 ,桃園市觀音區觀音國民小學 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區瑞埔國民小學附設幼兒園 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區楊心國民小學附設幼兒園 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區富岡國民小學附設幼兒園 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區大同國民小學附設幼兒園 
111 ,桃園市 ,楊梅區 ,桃園市楊梅區上田國民小學附設幼兒園 
111 ,桃園市 ,中壢區 ,桃園市中壢區中壢國民小學附設幼兒園 
111 ,桃園市 ,觀音區 ,桃園市立觀音幼兒園 
111 ,桃園市 ,龍潭區 ,桃園市立龍潭幼兒園 
111 ,桃園市 ,新屋區 ,桃園市立新屋幼兒園 
111 ,桃園市 ,平鎮區 ,桃園市立平鎮幼兒園平鎮分班 
111 ,桃園市 ,平鎮區 ,桃園市私立小奶爸幼兒園 
111 ,桃園市 ,新屋區 ,桃園市私立新奇屋幼兒園 
111 ,桃園市 ,新屋區 ,桃園市私立新學屋幼兒園 
111 ,桃園市 ,大園區 ,桃園市私立溪海大自然幼兒園 
111 ,桃園市 ,平鎮區 ,桃園市立平鎮幼兒園南勢分班 
111 ,新竹市 ,東區 ,新竹市東區關東國民小學 
111 ,新竹縣 ,新埔鎮 ,新竹縣私立源興幼兒園 
111 ,苗栗縣 ,苗栗市 ,苗栗縣私立芝?街幼兒園 
111 ,苗栗縣 ,苗栗市 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立文化幼兒園 
111 ,苗栗縣 ,頭屋鄉 ,苗栗縣頭屋鄉頭屋國民小學附設幼兒園 
111 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉福基國民小學附設幼兒園 
111 ,苗栗縣 ,公館鄉 ,苗栗縣公館鄉公館國民小學附設幼兒園 
111 ,苗栗縣 ,公館鄉 ,財團法人天主教耶穌瑪利亞聖心修女會附設苗栗縣私立仁光幼兒園 
111 ,苗栗縣 ,頭份市 ,苗栗縣頭份市頭份國民小學附設幼兒園 
111 ,苗栗縣 ,頭份市 ,苗栗縣頭份市后庄國民小學附設幼兒園 
111 ,苗栗縣 ,頭份市 ,苗栗縣頭份市信德國民小學附設幼兒園 
111 ,苗栗縣 ,頭份市 ,苗栗縣私立瑪奇兒幼兒園 
111 ,苗栗縣 ,頭份市 ,苗栗縣私立真正幼兒園 
111 ,苗栗縣 ,南庄鄉 ,苗栗縣南庄鄉南埔國民小學附設幼兒園 
111 ,苗栗縣 ,西湖鄉 ,苗栗縣西湖鄉西湖國民小學附設幼兒園 
111 ,苗栗縣 ,三灣鄉 ,苗栗縣三灣鄉三灣國民小學附設幼兒園 
111 ,苗栗縣 ,獅潭鄉 ,苗栗縣獅潭鄉獅潭國民小學附設幼兒園 
111 ,苗栗縣 ,三義鄉 ,苗栗縣三義鄉鯉魚國民小學附設幼兒園 
111 ,苗栗縣 ,造橋鄉 ,苗栗縣造橋鄉錦水國民小學附設幼兒園 
111 ,苗栗縣 ,造橋鄉 ,苗栗縣造橋鄉造橋國民小學附設幼兒園 
111 ,苗栗縣 ,造橋鄉 ,苗栗縣私立中祥幼兒園 
